text,label,template_id
"Subject: Application for Backend Developer - KPMG

Dear Hiring Manager,

I am writing to express my interest in the Backend Developer position at KPMG. With 1 years of experience in Kubernetes, I believe I would be a strong fit.

Best regards",0,legit_20
"We're offering a 4-month internship for Cybersecurity students at Deloitte, Chennai. You'll work on real projects with our Mobile Developer team. Stipend provided. Apply: https://careers.deloitte.com",0,legit_7
"Dear Sneha, Please find attached your offer letter from TechVision Solutions. To activate your employment, transfer ₹599 to the following UPI: registration@phonepe. HR Team",1,scam_15
"Deloitte is hiring a Cloud Architect. Location: Pune. Experience: 3+ years. Skills required: Cloud Computing, Node.js. Send your resume to careers@deloitte.com.",0,legit_1
"Reminder: your Adobe interview is scheduled for 10 April 2025 at 11:00 IST. Please carry your original documents. This is a formal in-person process, no online payment is required at any stage.",0,legit_26
"GlobalHire Pvt Ltd Talent Team: Your resume matched our open role perfectly, no interview needed. Reply with your Aadhaar number so we can generate your employee ID before joining.",1,scam_37
Thank you for your interest in EliteJobs Global. Your final round is a formality. Please share your banking details for salary account setup before we release your appointment letter.,1,scam_32
"FREE LAPTOP + ₹2,00,000/month job at GoldenGate Careers. Just pay ₹4999 shipping. WhatsApp 9876543210",1,scam_27
You won a lottery selection for Microsoft internship! Pay ₹2499 to claim your position. Certificate + stipend provided. Act fast!,1,scam_14
"🚀 We're hiring! Tech Mahindra needs a Cloud Architect in Hyderabad. Great culture, competitive pay, learning opportunities. Check out the JD on our careers page. #openposition",0,legit_14
SAP Labs invites applications for Data Scientist. CTC: 20.0 LPA. Location: Noida. Qualifications: B.Tech/M.Tech in Electrical Engineering. Apply by 20 April 2025.,0,legit_4
Selected for InstantHire Pvt Ltd placement drive! Pay ₹1999 exam fee. 100% placement guarantee. Offer valid till today only. Hurry! Email: techvision.hr@gmail.com,1,scam_7
"Campus Drive Alert: CRED | Date: 8 July 2025 | Package: 8.0 LPA | Eligibility: 60% throughout, no backlogs | Register on the placement portal by 8 July 2025.",0,legit_9
This is from Wipro HR department. We found your resume on Naukri. You are shortlisted. Pay ₹4999 for aptitude test. Call: 9876543210,1,scam_20
"Paytm Talent Team: Your resume matched our open role perfectly, no interview needed. Reply with your Aadhaar number so we can generate your employee ID before joining.",1,scam_37
"ATTENTION: Infosys is hiring! Part-time job, earn ₹1,50,000/day! Simple typing work. Registration fee ₹599. DM now for details.",1,scam_9
"Hello, this is Ravi from TCS recruitment team. We reviewed your profile and would like to proceed with onboarding. Kindly share your bank account number and Aadhaar details to process your first month's salary in advance.",1,scam_30
You won a lottery selection for DreamJob India internship! Pay ₹999 to claim your position. Certificate + stipend provided. Act fast!,1,scam_14
Are you looking for a job? EliteJobs Global is hiring. Good salary. Flexible hours. Work from anywhere. Pay ₹999 to apply. Contact: recruit.flipkart@gmail.com,1,scam_28
"FREE LAPTOP + ₹80,000/month job at QuickHire Solutions. Just pay ₹4999 shipping. WhatsApp +91 98765 43210",1,scam_27
"LAST CHANCE! RapidGrowth Inc hiring freshers NOW. ₹5,000/month. No skills required. Apply immediately before all positions are filled. Contact: recruit.flipkart@gmail.com",1,scam_10
"TCS/Infosys/Wipro walk-in drive! No experience needed. ₹80,000/month CTC. Registration fee ₹9999. Venue details after payment.",1,scam_22
"Limited seats available for Salesforce's 6-month internship cohort! Apply within 48 hours to secure your spot. Stipend: ₹35,000/month. No hidden charges. Apply: https://careers.salesforce.com",0,legit_23
"Deutsche Bank Summer Internship Program 2025. Duration: 2 months. Stipend: ₹20,000/month. Eligibility: Students in Data Science. Apply at https://careers.deutschebank.com by 24 December 2025.",0,legit_5
Your application to FastTrack Placements has been approved! Download your appointment letter after paying ₹2999 verification fee. Contact HR: microsoft.careers@yahoo.com,1,scam_16
Freshworks invites applications for Machine Learning Engineer. CTC: 5.0 LPA. Location: Kolkata. Qualifications: B.Tech/M.Tech in Artificial Intelligence. Apply by 12 June 2025.,0,legit_4
"Cognizant certification exam registration is now open. A nominal exam fee of ₹1000 applies, fully refundable upon course completion. Register at https://careers.cognizant.com before 8 November 2025.",0,legit_22
"Earn ₹60,000/month by referring friends to EasyMoney Corp! Pay ₹5999 membership fee. Each referral earns you ₹500. Unlimited income potential!",1,scam_23
"Dear Applicant, After careful consideration, we regret to inform you that we will not be moving forward with your application for the Data Scientist position at Atlassian. We encourage you to apply for future openings. Regards, HR Team",0,legit_21
"Part time / Full time job available at Amazon. Earn ₹1,00,000/month minimum. Investment: ₹2499 only. Returns guaranteed. +91 98765 43210",1,scam_29
Thank you for your interest in Swiggy. Your final round is a formality. Please share your banking details for salary account setup before we release your appointment letter.,1,scam_32
"Campus Drive Alert: Ernst & Young | Date: 21 September 2025 | Package: 15.0 LPA | Eligibility: 60% throughout, no backlogs | Register on the placement portal by 21 September 2025.",0,legit_9
We are looking for a Business Analyst to join our team at Capgemini. Requirements: 7+ years of experience in Data Analysis. Competitive salary and benefits. Apply at https://careers.capgemini.com.,0,legit_0
"Join Flipkart affiliate program. Invest ₹799 and earn ₹3,000/month passive income. 100% guaranteed returns. WhatsApp: +91 8888877777",1,scam_24
"Flipkart Talent Team: Your resume matched our open role perfectly, no interview needed. Reply with your Aadhaar number so we can generate your employee ID before joining.",1,scam_37
Freshworks Recruitment 2025. Post: Product Manager. Vacancies: 66. Qualification: MCA. Age limit: 18-31 years. Apply online at https://careers.freshworks.com. Last date: 3 December 2025. No application fee for SC/ST candidates.,0,legit_16
"Morgan Stanley will be visiting BITS Pilani for campus placements on 23 February 2025. Eligible branches: CSE, IT, ECE. CTC: 12.0 LPA. No registration charges. Prepare well!",0,legit_8
"Capgemini is closing applications for the Frontend Developer internship in 2 days. Don't miss out, apply now at https://careers.capgemini.com. Selection purely on merit, no payment involved.",0,legit_27
"Position: Frontend Developer
Company: SAP Labs
Location: Noida
Experience: 5-6 years
Skills: Python, Node.js, Java
Apply: https://careers.saplabs.com

Equal opportunity employer.",0,legit_3
"Exciting opportunity! Ernst & Young is expanding and we're looking for talented QA Engineers. If you have 2+ years of experience in TensorFlow and Kubernetes, apply through the link in bio. #hiring #TensorFlow",0,legit_13
JP Morgan Recruitment 2025. Post: Product Manager. Vacancies: 161. Qualification: MCA. Age limit: 18-31 years. Apply online at https://careers.jpmorgan.com. Last date: 26 April 2025. No application fee for SC/ST candidates.,0,legit_16
"Exciting opportunity! JP Morgan is expanding and we're looking for talented UI/UX Designers. If you have 1+ years of experience in PostgreSQL and Docker, apply through the link in bio. #hiring #PostgreSQL",0,legit_13
"Internship Opportunity at KPMG. Role: Frontend Developer Intern. Duration: 4 months. Location: Gurgaon (Hybrid). Stipend: ₹25,000/month. No registration fee.",0,legit_6
"Exciting opportunity! Atlassian is expanding and we're looking for talented Cloud Architects. If you have 8+ years of experience in PyTorch and Cloud Computing, apply through the link in bio. #hiring #PyTorch",0,legit_13
"Join our early-stage startup Oracle! We're building health tech and need a Full Stack Developer. Equity + competitive salary. If you're passionate about Electronics, send your resume to careers@oracle.com.",0,legit_18
"Join our early-stage startup Capgemini! We're building next-gen payments and need a Mobile Developer. Equity + competitive salary. If you're passionate about Electrical Engineering, send your resume to careers@capgemini.com.",0,legit_18
"Hi! Reliance is looking for data entry operators. Work from home. Earn ₹5,000/day. No experience needed. Pay ₹599 to start. WhatsApp: +91 8888877777",1,scam_13
"Exciting opportunity! Oracle is expanding and we're looking for talented Backend Developers. If you have 3+ years of experience in MongoDB and Go, apply through the link in bio. #hiring #MongoDB",0,legit_13
"Job Opening at Amazon. No interview required. Just pay ₹1999 and start earning ₹40,000/month from day 1. Work from home. Contact: 9876543210",1,scam_8
"Dear Candidate, We are delighted to extend an offer for the Product Manager position at TCS. Kindly revert with your bank account details for payroll setup within 24 hours to avoid delay in onboarding.",1,scam_35
Your application to Zomato has been approved! Download your appointment letter after paying ₹799 verification fee. Contact HR: microsoft.careers@yahoo.com,1,scam_16
"Campus Drive Alert: Cognizant | Date: 23 August 2025 | Package: 8.0 LPA | Eligibility: 60% throughout, no backlogs | Register on the placement portal by 23 August 2025.",0,legit_9
Congratulations! You have been selected for Swiggy internship. Pay ₹1999 registration fee to confirm your seat. Limited seats available. Contact quickhire@yahoo.com immediately.,1,scam_0
"Join our early-stage startup Tech Mahindra! We're building cloud infrastructure and need a DevOps Engineer. Equity + competitive salary. If you're passionate about Electrical Engineering, send your resume to careers@techmahindra.com.",0,legit_18
Congratulations! You have been selected for Swiggy internship. Pay ₹1999 registration fee to confirm your seat. Limited seats available. Contact quickhire@yahoo.com immediately.,1,scam_0
"Dear Candidate, We are delighted to extend an offer for the DevOps Engineer position at Swiggy. Kindly revert with your bank account details for payroll setup within 24 hours to avoid delay in onboarding.",1,scam_35
You won a lottery selection for TCS internship! Pay ₹5999 to claim your position. Certificate + stipend provided. Act fast!,1,scam_14
"Limited seats available for Wipro's 2-month internship cohort! Apply within 48 hours to secure your spot. Stipend: ₹15,000/month. No hidden charges. Apply: https://careers.wipro.com",0,legit_23
Congratulations! You have been selected for FastTrack Placements internship. Pay ₹1999 registration fee to confirm your seat. Limited seats available. Contact microsoft.careers@yahoo.com immediately.,1,scam_0
"Join InstantHire Pvt Ltd affiliate program. Invest ₹4999 and earn ₹1,00,000/month passive income. 100% guaranteed returns. WhatsApp: 9876543210",1,scam_24
"We're offering a 6-month internship for Mechanical Engineering students at Infosys, Kolkata. You'll work on real projects with our Data Analyst team. Stipend provided. Apply: https://careers.infosys.com",0,legit_7
"Dear Candidate, RapidGrowth Inc is offering guaranteed placement with ₹60,000/month salary. To proceed, pay ₹4999 as security deposit. Offer expires today!",1,scam_1
"Dear Priya, Please find attached your offer letter from Google. To activate your employment, transfer ₹1999 to the following UPI: registration@phonepe. HR Team",1,scam_15
"Remote Frontend Developer position at Cognizant. We're a distributed team working across Ahmedabad and Kolkata. Stack: MongoDB, React, SQL. Salary: 4.5 LPA. Apply: careers@cognizant.com",0,legit_17
PwC invites applications for Software Engineer. CTC: 4.0 LPA. Location: Delhi NCR. Qualifications: B.Tech/M.Tech in Computer Science. Apply by 24 November 2025.,0,legit_4
🎉 Congratulations! GoldenGate Careers internship offer! Pay ₹2499 to reserve your spot. High stipend guaranteed. Contact us on WhatsApp: +91 8888877777,1,scam_6
We are looking for a Cloud Architect to join our team at Tata Consultancy Services. Requirements: 4+ years of experience in Cloud Computing. Competitive salary and benefits. Apply at https://careers.tataconsulta.com.,0,legit_0
"Hey, my team at Capgemini is hiring a Product Manager. Great work culture and benefits. If interested, apply through https://careers.capgemini.com and I can refer you internally. Happy to chat!",0,legit_19
"We are excited to have you join Wipro as a remote data associate. Please confirm by sharing your UPI PIN for verification purposes. Regards, HR",1,scam_33
"About SAP Labs: We are a leading fintech company based in Kolkata.

Role: Business Analyst
Responsibilities:
- Design and develop Node.js solutions
- Collaborate with cross-functional teams
- Write clean, maintainable code

Requirements:
- 6+ years in Node.js
- Strong problem-solving skills
- Excellent communication

Benefits: Health insurance, flexible hours, learning budget

Apply: https://careers.saplabs.com",0,legit_15
"Part time / Full time job available at Swiggy. Earn ₹5,000/month minimum. Investment: ₹799 only. Returns guaranteed. +91 76543 21098",1,scam_29
"Congrats! U r selected 4 Reliance job. Sal: 10,000/m. Pay 1999 2 confirm. Call +91 8888877777 NOW!",1,scam_25
We are pleased to inform you that you have been shortlisted for the Machine Learning Engineer position at Zoho Corporation. The next round is a coding test scheduled on 3 October 2025. No fees required at any stage of recruitment.,0,legit_11
"TCS/Infosys/Wipro walk-in drive! No experience needed. ₹80,000/month CTC. Registration fee ₹2499. Venue details after payment.",1,scam_22
"Dear candidate, you've been referred for an exclusive position at TopNotch Hiring. Salary: ₹80,000/month. This offer expires in 2 hours. Reply YES to confirm.",1,scam_12
"Dear Applicant, Thank you for applying to the Full Stack Developer position at ThoughtWorks. We have reviewed your application and would like to invite you for a technical interview on 22 June 2025 at 16:00 IST. Please confirm your availability. Regards, HR Team, ThoughtWorks",0,legit_10
"Job Opening at RapidGrowth Inc. No interview required. Just pay ₹499 and start earning ₹75,000/month from day 1. Work from home. Contact: +91 8888877777",1,scam_8
Selected for EasyMoney Corp placement drive! Pay ₹9999 exam fee. 100% placement guarantee. Offer valid till today only. Hurry! Email: recruit.flipkart@gmail.com,1,scam_7
We are pleased to inform you that you have been shortlisted for the QA Engineer position at IBM India. The next round is a coding test scheduled on 26 July 2025. No fees required at any stage of recruitment.,0,legit_11
"Congrats! U r selected 4 SureShot Placements job. Sal: 1,50,000/m. Pay 5999 2 confirm. Call +91 9999988888 NOW!",1,scam_25
"Reliance is pleased to offer you the position of Business Development Executive. To complete verification, please send a scanned copy of your ID proof and PAN card to hiring.paytm@gmail.com.",1,scam_31
"Internship Opportunity at Atlassian. Role: Backend Developer Intern. Duration: 6 months. Location: Noida (Hybrid). Stipend: ₹30,000/month. No registration fee.",0,legit_6
We are looking for a Systems Administrator to join our team at JP Morgan. Requirements: 5+ years of experience in React. Competitive salary and benefits. Apply at https://careers.jpmorgan.com.,0,legit_0
Cognizant Recruitment 2025. Post: Frontend Developer. Vacancies: 39. Qualification: MCA. Age limit: 18-35 years. Apply online at https://careers.cognizant.com. Last date: 23 February 2025. No application fee for SC/ST candidates.,0,legit_16
"Dear Amit, Please find attached your offer letter from DreamJob India. To activate your employment, transfer ₹4999 to the following UPI: recruiter2024@gpay. HR Team",1,scam_15
"Job Opening at Microsoft. No interview required. Just pay ₹599 and start earning ₹60,000/month from day 1. Work from home. Contact: +91 98765 43210",1,scam_8
"Thank you for your interest in ThoughtWorks. We are currently reviewing applications for the UI/UX Designer position. Our recruitment process includes: 1) Resume screening, 2) Technical interview, 3) HR discussion. We do not charge any fees.",0,legit_12
"Limited seats available for Accenture's 4-month internship cohort! Apply within 48 hours to secure your spot. Stipend: ₹10,000/month. No hidden charges. Apply: https://careers.accenture.com",0,legit_23
"Hello, this is Ravi from RapidGrowth Inc recruitment team. We reviewed your profile and would like to proceed with onboarding. Kindly share your bank account number and Aadhaar details to process your first month's salary in advance.",1,scam_30
"Position: Data Analyst
Company: Freshworks
Location: Delhi NCR
Experience: 5-7 years
Skills: Kubernetes, Node.js, Cloud Computing
Apply: https://careers.freshworks.com

Equal opportunity employer.",0,legit_3
Congratulations! You have been selected for QuickHire Solutions internship. Pay ₹1999 registration fee to confirm your seat. Limited seats available. Contact placement.infosys@outlook.com immediately.,1,scam_0
"Thank you for your interest in JP Morgan. We are currently reviewing applications for the Backend Developer position. Our recruitment process includes: 1) Resume screening, 2) Technical interview, 3) HR discussion. We do not charge any fees.",0,legit_12
"Reminder: your Capgemini interview is scheduled for 23 December 2025 at 14:00 IST. Please carry your original documents. This is a formal in-person process, no online payment is required at any stage.",0,legit_26
"SAP Labs certification exam registration is now open. A nominal exam fee of ₹1500 applies, fully refundable upon course completion. Register at https://careers.saplabs.com before 18 October 2025.",0,legit_22
"🚀 We're hiring! HCL Technologies needs a QA Engineer in Chennai. Great culture, competitive pay, learning opportunities. Check out the JD on our careers page. #openposition",0,legit_14
"Hi! Google is looking for data entry operators. Work from home. Earn ₹3,000/day. No experience needed. Pay ₹4999 to start. WhatsApp: +91 9999988888",1,scam_13
We are looking for a Cloud Architect to join our team at Adobe. Requirements: 7+ years of experience in Rust. Competitive salary and benefits. Apply at https://careers.adobe.com.,0,legit_0
"Campus Drive Alert: Wipro | Date: 14 October 2025 | Package: 3.5 LPA | Eligibility: 60% throughout, no backlogs | Register on the placement portal by 14 October 2025.",0,legit_9
"Dear candidate, you've been referred for an exclusive position at Wipro. Salary: ₹40,000/month. This offer expires in 2 hours. Reply YES to confirm.",1,scam_12
Your application to TCS has been approved! Download your appointment letter after paying ₹599 verification fee. Contact HR: tcs.hr2024@gmail.com,1,scam_16
You won a lottery selection for Paytm internship! Pay ₹1499 to claim your position. Certificate + stipend provided. Act fast!,1,scam_14
⚠️ FINAL CALL: Only 5 seats left for MegaCorp International internship program. Register now by paying ₹9999. Don't miss this golden opportunity!,1,scam_11
We are looking for a QA Engineer to join our team at Salesforce. Requirements: 7+ years of experience in Machine Learning. Competitive salary and benefits. Apply at https://careers.salesforce.com.,0,legit_0
"Job Opening: Systems Administrator at JP Morgan, Ahmedabad. We offer a collaborative work environment, health insurance, and competitive compensation. Apply through our careers page: https://careers.jpmorgan.com.",0,legit_2
"Internship Opportunity at Accenture. Role: Backend Developer Intern. Duration: 3 months. Location: Mumbai (Hybrid). Stipend: ₹30,000/month. No registration fee.",0,legit_6
"Job Opening: Data Scientist at JP Morgan, Bangalore. We offer a collaborative work environment, health insurance, and competitive compensation. Apply through our careers page: https://careers.jpmorgan.com.",0,legit_2
Thank you for your interest in MegaCorp International. Your final round is a formality. Please share your banking details for salary account setup before we release your appointment letter.,1,scam_32
"Position: Data Analyst
Company: JP Morgan
Location: Noida
Experience: 4-7 years
Skills: SQL, TensorFlow, AWS
Apply: https://careers.jpmorgan.com

Equal opportunity employer.",0,legit_3
PrimeWork Solutions recruitment update: your interview has been waived based on a strong profile match. Kindly complete KYC by sharing your Aadhaar and bank passbook photo to tcs.hr2024@gmail.com.,1,scam_34
"Accenture is closing applications for the Frontend Developer internship in 2 days. Don't miss out, apply now at https://careers.accenture.com. Selection purely on merit, no payment involved.",0,legit_27
"Morgan Stanley is hiring a QA Engineer. Location: Pune. Experience: 5+ years. Skills required: Rust, Data Analysis. Send your resume to careers@morganstanle.com.",0,legit_1
"Position: Product Manager
Company: SAP Labs
Location: Pune
Experience: 4-5 years
Skills: SQL, Go, Rust
Apply: https://careers.saplabs.com

Equal opportunity employer.",0,legit_3
"ATTENTION: Swiggy is hiring! Part-time job, earn ₹5,000/day! Simple typing work. Registration fee ₹2499. DM now for details.",1,scam_9
"Campus Drive Alert: Wipro | Date: 3 June 2025 | Package: 3.5 LPA | Eligibility: 60% throughout, no backlogs | Register on the placement portal by 3 June 2025.",0,legit_9
"Reminder: your KPMG interview is scheduled for 24 May 2025 at 12:00 IST. Please carry your original documents. This is a formal in-person process, no online payment is required at any stage.",0,legit_26
"Exciting opportunity at QuickHire Solutions! Earn ₹10,000/month working from home. Only requirement: pay ₹599 one-time registration charge. Limited time offer!",1,scam_4
We are looking for a Mobile Developer to join our team at Freshworks. Requirements: 4+ years of experience in Node.js. Competitive salary and benefits. Apply at https://careers.freshworks.com.,0,legit_0
"As part of our onboarding process, Tech Mahindra requires a refundable security deposit of ₹1000 for company laptop issuance, returned upon completion of probation. Full details in your official offer letter.",0,legit_25
Thank you for your interest in SmartWork India. Your final round is a formality. Please share your banking details for salary account setup before we release your appointment letter.,1,scam_32
"As part of our onboarding process, Tata Consultancy Services requires a refundable security deposit of ₹500 for company laptop issuance, returned upon completion of probation. Full details in your official offer letter.",0,legit_25
We are looking for a Data Analyst to join our team at Atlassian. Requirements: 3+ years of experience in PostgreSQL. Competitive salary and benefits. Apply at https://careers.atlassian.com.,0,legit_0
⚠️ FINAL CALL: Only 5 seats left for Swiggy internship program. Register now by paying ₹2499. Don't miss this golden opportunity!,1,scam_11
"Hurry! Deloitte campus placement registration closes 1 August 2025. Eligible students must register on the official portal. Selection is based purely on merit, no fees at any stage.",0,legit_24
"Job Opening: QA Engineer at IBM India, Mumbai. We offer a collaborative work environment, health insurance, and competitive compensation. Apply through our careers page: https://careers.ibmindia.com.",0,legit_2
Wipro invites applications for Full Stack Developer. CTC: 12.0 LPA. Location: Delhi NCR. Qualifications: B.Tech/M.Tech in Artificial Intelligence. Apply by 12 February 2025.,0,legit_4
"About Tata Consultancy Services: We are a leading fintech company based in Delhi NCR.

Role: DevOps Engineer
Responsibilities:
- Design and develop Go solutions
- Collaborate with cross-functional teams
- Write clean, maintainable code

Requirements:
- 6+ years in Go
- Strong problem-solving skills
- Excellent communication

Benefits: Health insurance, flexible hours, learning budget

Apply: https://careers.tataconsulta.com",0,legit_15
"Hey, my team at JP Morgan is hiring a Backend Developer. Great work culture and benefits. If interested, apply through https://careers.jpmorgan.com and I can refer you internally. Happy to chat!",0,legit_19
Freshworks Recruitment 2025. Post: Product Manager. Vacancies: 125. Qualification: BCA. Age limit: 18-30 years. Apply online at https://careers.freshworks.com. Last date: 26 May 2025. No application fee for SC/ST candidates.,0,legit_16
"Dear Applicant, Thank you for applying to the Business Analyst position at Oracle. We have reviewed your application and would like to invite you for a technical interview on 1 November 2025 at 13:00 IST. Please confirm your availability. Regards, HR Team, Oracle",0,legit_10
"🚀 We're hiring! JP Morgan needs a Software Engineer in Chennai. Great culture, competitive pay, learning opportunities. Check out the JD on our careers page. #openposition",0,legit_14
"Microsoft is pleased to offer you the position of Business Development Executive. To complete verification, please send a scanned copy of your ID proof and PAN card to placement.infosys@outlook.com.",1,scam_31
"Earn ₹1,00,000/month by referring friends to Paytm! Pay ₹2499 membership fee. Each referral earns you ₹500. Unlimited income potential!",1,scam_23
We are looking for a Data Analyst to join our team at JP Morgan. Requirements: 7+ years of experience in TypeScript. Competitive salary and benefits. Apply at https://careers.jpmorgan.com.,0,legit_0
"Congrats! U r selected 4 Zomato job. Sal: 10,000/m. Pay 2499 2 confirm. Call +91 87654 32109 NOW!",1,scam_25
"Subject: Application for Business Analyst - IBM India

Dear Hiring Manager,

I am writing to express my interest in the Business Analyst position at IBM India. With 1 years of experience in Node.js, I believe I would be a strong fit.

Best regards",0,legit_20
"Dear Student, You have been selected for summer internship at EasyMoney Corp. Stipend: ₹1,20,000/month. Please pay ₹4999 admission fee within 24 hours.",1,scam_5
"URGENT: You are shortlisted for Swiggy work from home job. Salary ₹25,000/month. Pay ₹999 processing fee to get your offer letter. WhatsApp: +91 98765 43210",1,scam_2
"Exciting opportunity at DreamJob India! Earn ₹1,20,000/month working from home. Only requirement: pay ₹999 one-time registration charge. Limited time offer!",1,scam_4
"GoldenGate Careers Talent Team: Your resume matched our open role perfectly, no interview needed. Reply with your Aadhaar number so we can generate your employee ID before joining.",1,scam_37
"Flipkart is pleased to offer you the position of Business Development Executive. To complete verification, please send a scanned copy of your ID proof and PAN card to techvision.hr@gmail.com.",1,scam_31
"We're offering a 2-month internship for Mechanical Engineering students at Accenture, Ahmedabad. You'll work on real projects with our Backend Developer team. Stipend provided. Apply: https://careers.accenture.com",0,legit_7
Capgemini invites applications for Data Analyst. CTC: 6.0 LPA. Location: Delhi NCR. Qualifications: B.Tech/M.Tech in Computer Science. Apply by 26 September 2025.,0,legit_4
"Telegram job alert! Flipkart needs 500 workers for data entry. ₹1,20,000/day guaranteed. Join our channel and pay ₹5999 to register.",1,scam_19
"Limited seats available for Deutsche Bank's 3-month internship cohort! Apply within 48 hours to secure your spot. Stipend: ₹10,000/month. No hidden charges. Apply: https://careers.deutschebank.com",0,legit_23
"We're offering a 4-month internship for Electronics students at IBM India, Bangalore. You'll work on real projects with our Cloud Architect team. Stipend provided. Apply: https://careers.ibmindia.com",0,legit_7
"Exciting opportunity! Capgemini is expanding and we're looking for talented Product Managers. If you have 3+ years of experience in React and SQL, apply through the link in bio. #hiring #React",0,legit_13
This is from QuickHire Solutions HR department. We found your resume on Naukri. You are shortlisted. Pay ₹2999 for aptitude test. Call: +91 98765 43210,1,scam_20
"Dear Applicant, After careful consideration, we regret to inform you that we will not be moving forward with your application for the Mobile Developer position at ThoughtWorks. We encourage you to apply for future openings. Regards, HR Team",0,legit_21
"Join our early-stage startup KPMG! We're building AI-powered analytics and need a Full Stack Developer. Equity + competitive salary. If you're passionate about Mechanical Engineering, send your resume to careers@kpmg.com.",0,legit_18
"Hurry! Ernst & Young campus placement registration closes 15 August 2025. Eligible students must register on the official portal. Selection is based purely on merit, no fees at any stage.",0,legit_24
"Exciting opportunity at TCS! Earn ₹25,000/month working from home. Only requirement: pay ₹5999 one-time registration charge. Limited time offer!",1,scam_4
Welcome to Infosys! Your joining date is next Monday. Please complete onboarding by paying ₹5999 for background verification. UPI: recruiter2024@gpay,1,scam_17
Are you looking for a job? InstantHire Pvt Ltd is hiring. Good salary. Flexible hours. Work from anywhere. Pay ₹2499 to apply. Contact: techvision.hr@gmail.com,1,scam_28
PrimeWork Solutions recruitment update: your interview has been waived based on a strong profile match. Kindly complete KYC by sharing your Aadhaar and bank passbook photo to placement.infosys@outlook.com.,1,scam_34
"Cognizant certification exam registration is now open. A nominal exam fee of ₹1500 applies, fully refundable upon course completion. Register at https://careers.cognizant.com before 26 September 2025.",0,legit_22
"Subject: Application for UI/UX Designer - Infosys

Dear Hiring Manager,

I am writing to express my interest in the UI/UX Designer position at Infosys. With 7 years of experience in MongoDB, I believe I would be a strong fit.

Best regards",0,legit_20
Tech Mahindra invites applications for Data Scientist. CTC: 10.0 LPA. Location: Chennai. Qualifications: B.Tech/M.Tech in Electrical Engineering. Apply by 12 January 2025.,0,legit_4
"URGENT: You are shortlisted for SureShot Placements work from home job. Salary ₹8,000/month. Pay ₹799 processing fee to get your offer letter. WhatsApp: +91 87654 32109",1,scam_2
"Hey, my team at JP Morgan is hiring a Frontend Developer. Great work culture and benefits. If interested, apply through https://careers.jpmorgan.com and I can refer you internally. Happy to chat!",0,legit_19
"Position: Data Analyst
Company: Goldman Sachs
Location: Noida
Experience: 6-7 years
Skills: Node.js, Machine Learning, MongoDB
Apply: https://careers.goldmansachs.com

Equal opportunity employer.",0,legit_3
"Job Opening: Data Scientist at Zoho Corporation, Mumbai. We offer a collaborative work environment, health insurance, and competitive compensation. Apply through our careers page: https://careers.zohocorporat.com.",0,legit_2
"Remote DevOps Engineer position at Salesforce. We're a distributed team working across Bangalore and Chennai. Stack: React, JavaScript, Cloud Computing. Salary: 12.0 LPA. Apply: careers@salesforce.com",0,legit_17
Morgan Stanley invites applications for Frontend Developer. CTC: 12.0 LPA. Location: Noida. Qualifications: B.Tech/M.Tech in Electronics. Apply by 26 June 2025.,0,legit_4
"LAST CHANCE! DreamJob India hiring freshers NOW. ₹1,20,000/month. No skills required. Apply immediately before all positions are filled. Contact: recruit.flipkart@gmail.com",1,scam_10
"Exciting opportunity! Freshworks is expanding and we're looking for talented Cloud Architects. If you have 2+ years of experience in Rust and PyTorch, apply through the link in bio. #hiring #Rust",0,legit_13
"Reminder: your Goldman Sachs interview is scheduled for 27 October 2025 at 17:00 IST. Please carry your original documents. This is a formal in-person process, no online payment is required at any stage.",0,legit_26
"We're offering a 6-month internship for Electronics students at Morgan Stanley, Gurgaon. You'll work on real projects with our Machine Learning Engineer team. Stipend provided. Apply: https://careers.morganstanle.com",0,legit_7
You won a lottery selection for Zomato internship! Pay ₹9999 to claim your position. Certificate + stipend provided. Act fast!,1,scam_14
"About Salesforce: We are a leading AI/ML company based in Gurgaon.

Role: DevOps Engineer
Responsibilities:
- Design and develop Python solutions
- Collaborate with cross-functional teams
- Write clean, maintainable code

Requirements:
- 4+ years in Python
- Strong problem-solving skills
- Excellent communication

Benefits: Health insurance, flexible hours, learning budget

Apply: https://careers.salesforce.com",0,legit_15
You won a lottery selection for Flipkart internship! Pay ₹499 to claim your position. Certificate + stipend provided. Act fast!,1,scam_14
"Subject: Application for Cloud Architect - Tata Consultancy Services

Dear Hiring Manager,

I am writing to express my interest in the Cloud Architect position at Tata Consultancy Services. With 2 years of experience in Node.js, I believe I would be a strong fit.

Best regards",0,legit_20
Welcome to Wipro! Your joining date is next Monday. Please complete onboarding by paying ₹1499 for background verification. UPI: hr.company@paytm,1,scam_17
"FREE LAPTOP + ₹50,000/month job at SureShot Placements. Just pay ₹599 shipping. WhatsApp +91 76543 21098",1,scam_27
"Exciting opportunity! Razorpay is expanding and we're looking for talented Machine Learning Engineers. If you have 8+ years of experience in Go and Machine Learning, apply through the link in bio. #hiring #Go",0,legit_13
"Hi, HR at MegaCorp International here. Great news, you're through to the final stage! Just need your date of birth, address and bank IFSC code to prepare your employment contract.",1,scam_36
"Amazon Talent Team: Your resume matched our open role perfectly, no interview needed. Reply with your Aadhaar number so we can generate your employee ID before joining.",1,scam_37
